Kota/Kabupaten,Kecamatan,Nama Sekolah,NPSN,BP,Status,Tahun Akreditasi,Nilai Akreditasi,Peringkat Akreditasi,Last Sync,Jml Sync,PD,Rombel,Guru,Pegawai,R. Kelas,R. Lab,R. Perpus
Jakarta Barat,Kebon Jeruk,SD NEGERI KEBON JERUK 06 PG,20101994,SD,Negeri,2022,94,A,2023-02-17 09:06:40,8,519,17,20,5,17,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEBON JERUK 08 PAGI,20105314,SD,Negeri,2022,95,A,2023-02-14 11:22:23,11,416,13,16,5,12,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEBON JERUK 10,20102006,SD,Negeri,2018,96,A,2023-03-06 13:56:10,11,542,17,21,5,15,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEBON JERUK 11 PAGI,20105316,SD,Negeri,2019,96,A,2023-02-22 08:11:30,18,426,14,18,4,14,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEBON JERUK 15 PG,20102017,SD,Negeri,2019,92,A,2023-02-17 06:37:44,16,426,15,18,4,15,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEBON JERUK 17 PAGI,20105321,SD,Negeri,2022,94,A,2023-02-24 10:38:45,5,399,13,14,4,15,1,2
Jakarta Barat,Kebon Jeruk,SD NEGERI KEDOYA SELATAN 01 PAGI.,20105338,SD,Negeri,2019,94,A,2023-03-01 10:39:07,40,685,22,27,4,14,0,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEDOYA SELATAN 04 PG,20105340,SD,Negeri,2019,93,A,2023-02-24 07:57:58,7,364,12,12,5,11,0,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEDOYA UTARA 01,20101965,SD,Negeri,2019,91,A,2023-02-20 14:23:03,4,565,18,23,5,8,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEDOYA UTARA 03,20105344,SD,Negeri,2019,92,A,2023-02-27 18:33:48,14,561,18,23,4,9,0,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEDOYA UTARA 04,20105346,SD,Negeri,2022,92,A,2023-02-24 11:17:43,4,501,16,19,5,14,0,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KEDOYA UTARA 09,20105348,SD,Negeri,2019,92,A,2023-03-08 15:06:59,9,750,24,26,6,18,3,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KELAPA DUA 01 PG,20105349,SD,Negeri,2019,95,A,2023-02-15 08:26:41,6,560,18,18,8,18,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KELAPA DUA 03 PG,20101984,SD,Negeri,2022,92,A,2023-03-08 16:30:46,7,358,12,14,5,15,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KELAPA DUA 05 PG,20101982,SD,Negeri,2019,91,A,2023-02-15 08:26:25,14,247,8,7,5,8,0,1
Jakarta Barat,Kebon Jeruk,SD NEGERI KELAPA DUA 06 PG,20101981,SD,Negeri,2019,95,A,2023-02-21 11:58:10,8,248,8,9,5,8,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI SELATAN 01,20105514,SD,Negeri,2019,94,A,2023-03-07 09:11:43,9,444,14,17,4,15,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI SELATAN 05 PG,20105516,SD,Negeri,2019,94,A,2023-03-08 17:00:06,4,285,9,10,4,9,3,1
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI SELATAN 06 PAGI.,20105517,SD,Negeri,2019,94,A,2023-02-21 12:41:14,5,440,14,17,8,17,2,1
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI SELATAN 07 PAGI,20105518,SD,Negeri,2022,94,A,2023-03-07 15:25:09,16,454,15,19,5,15,0,0
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI UTARA 01 PG,20105519,SD,Negeri,2018,92,A,2023-03-07 10:21:41,10,475,15,16,6,16,3,1
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI UTARA 03 PAGI,20101188,SD,Negeri,2018,93,A,2023-03-07 11:17:48,12,414,14,19,4,14,0,1
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI UTARA 04 PAGI,20101199,SD,Negeri,2021,91,A,2023-01-30 09:00:54,5,241,8,8,3,8,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI UTARA 05,20105521,SD,Negeri,2022,92,A,2023-02-22 09:29:44,3,341,12,14,4,14,1,0
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI UTARA 07,20105522,SD,Negeri,2018,94,A,2023-03-06 05:22:37,10,462,17,22,5,17,1,1
Jakarta Barat,Kebon Jeruk,SD NEGERI SUKABUMI UTARA 09 PG,20105524,SD,Negeri,2022,91,A,2023-02-16 15:45:52,7,223,8,9,4,6,0,1
Jakarta Barat,Kebon Jeruk,SD AL KAMAL,20105599,SD,Swasta,2019,96,A,2023-02-22 14:54:30,4,194,10,19,4,12,2,1
Jakarta Barat,Kebon Jeruk,SD ISLAM AL FALAH 3,20106241,SD,Swasta,2022,95,A,2023-03-01 10:49:39,31,183,9,8,4,12,1,1
Jakarta Barat,Kebon Jeruk,SD ISLAM AL HASANAH,20105603,SD,Swasta,2019,88,B,2023-02-23 10:42:45,7,115,6,8,4,7,0,1
Jakarta Barat,Kebon Jeruk,SD ISLAM AL KINDY,69753973,SD,Swasta,2018,92,A,2023-03-05 21:11:42,29,104,6,9,1,8,2,1
Jakarta Barat,Kebon Jeruk,SD IT AL KAWAAKIB,69990734,SD,Swasta,2019,93,A,2023-02-20 21:48:36,2,124,6,5,2,6,1,1
Jakarta Barat,Kebon Jeruk,SD KEMURNIAN II,20105706,SD,Swasta,2022,94,A,2023-02-09 10:43:27,4,456,18,27,7,18,2,1
Jakarta Barat,Kebon Jeruk,SD KRISTEN 11 PENABUR,20105714,SD,Swasta,2019,97,A,2023-03-01 09:41:28,14,833,25,44,7,21,3,1
Jakarta Barat,Kebon Jeruk,SD KRISTEN IPEKA TOMANG,20105711,SD,Swasta,2022,93,A,2023-01-19 09:07:46,3,619,20,37,7,21,1,1
Jakarta Barat,Kebon Jeruk,SD KRISTEN LEMUEL II,20109051,SD,Swasta,2018,91,A,2023-02-19 23:46:33,6,112,6,8,4,6,2,1
Jakarta Barat,Kebon Jeruk,SD KRISTEN TUNAS BANGSA GREENVILLE,20177922,SD,Swasta,2022,94,A,2023-02-22 18:44:24,4,342,15,33,7,15,2,1
Jakarta Barat,Kebon Jeruk,SD MKGR,20105720,SD,Swasta,2018,91,A,2023-03-07 12:23:30,15,212,7,12,4,10,0,1
Jakarta Barat,Kebon Jeruk,SD PELITA II,20105738,SD,Swasta,2022,93,A,2023-02-27 11:10:22,10,664,17,18,4,18,3,2
Jakarta Barat,Kebon Jeruk,SD PROVIDENTIA,20105743,SD,Swasta,2021,97,A,2023-02-24 09:42:27,8,273,12,17,3,14,4,1
Jakarta Barat,Kebon Jeruk,SD SANTO ANDREAS,20105758,SD,Swasta,2022,94,A,2023-02-07 08:07:15,5,175,8,11,3,11,0,0
Jakarta Barat,Kebon Jeruk,SD TERPADU SALWA ISLAMIC SCHOOL,69959986,SD,Swasta,2019,91,A,2023-02-01 14:55:54,10,108,7,11,1,8,1,2
Jakarta Barat,Kebon Jeruk,SDI AL FALAH I PG,20105601,SD,Swasta,2019,94,A,2023-03-02 09:17:14,11,556,20,29,8,20,0,1
Jakarta Barat,Kebon Jeruk,SDI AL-FALAH 01 PT.,20109133,SD,Swasta,2022,94,A,2023-03-03 19:43:25,6,426,16,26,8,19,0,1
Jakarta Barat,Kebon Jeruk,SDI AL-FALAH 02 PAGI,20105602,SD,Swasta,2022,92,A,2023-03-06 06:55:01,14,534,18,26,4,18,1,1
Jakarta Barat,Kebon Jeruk,SDK Kalam Kudus II,20105692,SD,Swasta,2021,92,A,2023-03-06 13:03:02,8,226,10,15,3,10,3,1
Jakarta Barat,Kebon Jeruk,SDS Darul Athfal,20101901,SD,Swasta,2019,94,A,2023-03-01 07:55:30,8,421,16,24,7,18,4,1
Jakarta Barat,Kebon Jeruk,SDS ISLAM TERPADU YASIRU KEBONJERUK,20105689,SD,Swasta,2022,92,A,2023-02-06 16:26:10,4,127,6,9,4,6,1,1
Jakarta Barat,Kebon Jeruk,SDS SANG TIMUR,20105755,SD,Swasta,2021,99,A,2023-03-08 10:02:06,8,709,24,34,17,24,3,2
Jakarta Barat,Kebon Jeruk,SDS TARSISIUS II,20105779,SD,Swasta,2021,93,A,2023-03-06 14:45:54,7,222,11,17,3,12,2,1
Jakarta Barat,Kebon Jeruk,SDS Widuri Jaya,20105802,SD,Swasta,2021,91,A,2023-03-07 08:06:33,15,168,6,8,2,6,2,1
Jakarta Barat,Kebon Jeruk,SMP Negeri 127,20101551,SMP,Negeri,2019,93,A,2023-02-07 07:24:30,7,772,21,29,12,21,2,1
Jakarta Barat,Kebon Jeruk,SMP Negeri 189,20101570,SMP,Negeri,2019,94,A,2023-03-07 07:17:11,6,762,21,31,10,21,4,1
Jakarta Barat,Kebon Jeruk,SMP NEGERI 191 JAKARTA,20101568,SMP,Negeri,2021,91,A,2023-03-06 13:05:15,7,868,24,35,14,12,1,1
Jakarta Barat,Kebon Jeruk,SMP NEGERI 197 JAKARTA,20101566,SMP,Negeri,2019,91,A,2023-02-22 13:32:28,10,671,18,30,12,18,2,1
Jakarta Barat,Kebon Jeruk,SMP NEGERI 220 JAKARTA,20101528,SMP,Negeri,2019,92,A,2023-02-21 09:57:34,21,735,20,30,11,24,3,1
Jakarta Barat,Kebon Jeruk,SMP Negeri 229,20109212,SMP,Negeri,2018,95,A,2023-03-06 14:28:58,29,889,24,36,15,25,5,1
Jakarta Barat,Kebon Jeruk,SMP Negeri 271,20101535,SMP,Negeri,2019,92,A,2023-03-07 08:55:28,29,891,24,37,15,24,2,1
Jakarta Barat,Kebon Jeruk,SMP Negeri 75 Jakarta,20101540,SMP,Negeri,2018,93,A,2023-02-14 09:27:23,17,704,19,27,10,19,2,1
Jakarta Barat,Kebon Jeruk,SMP Abdi Siswa,20106717,SMP,Swasta,2019,93,A,2023-03-01 07:50:04,3,104,5,8,3,7,5,1
Jakarta Barat,Kebon Jeruk,SMP Al Hamidiyah,20106722,SMP,Swasta,2021,90,B,2023-01-31 11:52:36,3,145,5,9,5,12,2,1
Jakarta Barat,Kebon Jeruk,SMP AL HASANAH,20106723,SMP,Swasta,2022,92,A,2023-03-06 07:46:04,11,177,7,14,2,9,2,1
Jakarta Barat,Kebon Jeruk,SMP AL HUDA KEBON JERUK,20106724,SMP,Swasta,2021,91,A,2023-03-07 07:49:49,7,210,6,5,3,9,3,1
Jakarta Barat,Kebon Jeruk,SMP AL INAYAH,20109531,SMP,Swasta,2022,92,A,2023-03-01 14:40:21,7,134,5,4,5,10,2,1
Jakarta Barat,Kebon Jeruk,SMP Al Kamal,20106727,SMP,Swasta,2018,93,A,2023-03-08 15:12:27,8,90,5,12,5,6,2,1
Jakarta Barat,Kebon Jeruk,SMP AL MUKHLISH,20106728,SMP,Swasta,2021,90,B,2023-01-20 09:23:15,2,118,5,9,3,9,1,1
Jakarta Barat,Kebon Jeruk,SMP Ash Solihin,20106739,SMP,Swasta,2021,90,B,2023-02-28 09:07:41,6,57,3,6,2,4,1,1
Jakarta Barat,Kebon Jeruk,SMP Bina Utama,20106749,SMP,Swasta,2021,82,B,2023-02-15 09:51:21,3,36,3,9,2,3,2,1
Jakarta Barat,Kebon Jeruk,SMP ICHTHUS,20109926,SMP,Swasta,2021,95,A,2023-02-06 09:05:32,4,52,3,11,10,3,2,1
Jakarta Barat,Kebon Jeruk,SMP IPEKA TOMANG,20106799,SMP,Swasta,2022,98,A,2023-02-03 14:23:53,5,317,10,25,7,12,7,2
Jakarta Barat,Kebon Jeruk,SMP Jakarta 1,20106809,SMP,Swasta,2022,92,A,2023-02-28 10:48:29,6,260,8,11,8,11,2,1
Jakarta Barat,Kebon Jeruk,SMP K 7 BPK PENABUR,20109056,SMP,Swasta,2022,97,A,2023-02-24 07:13:06,5,490,16,31,2,16,3,1
Jakarta Barat,Kebon Jeruk,SMP K KALAM KUDUS 2 JAKARTA,20109349,SMP,Swasta,2022,92,A,2023-02-16 16:02:10,9,139,6,9,3,6,4,1
Jakarta Barat,Kebon Jeruk,SMP KATOLIK SANG TIMUR,20106872,SMP,Swasta,2022,96,A,2023-02-28 09:50:40,4,376,14,20,14,15,4,1
Jakarta Barat,Kebon Jeruk,SMP Kebon Jeruk 2,20106821,SMP,Swasta,2018,83,B,2023-01-31 12:25:51,6,50,3,2,3,5,1,1
Jakarta Barat,Kebon Jeruk,SMP KEMURNIAN II JAKARTA,20106826,SMP,Swasta,2019,94,A,2023-02-24 16:12:12,7,189,7,15,5,9,6,1
Jakarta Barat,Kebon Jeruk,SMP Lemuel,20106832,SMP,Swasta,2021,94,A,2023-03-01 15:22:16,17,71,3,8,6,7,4,2
Jakarta Barat,Kebon Jeruk,SMP Manbaul Ulum,20106835,SMP,Swasta,2018,92,A,2023-03-08 10:05:53,15,411,15,28,14,16,3,1
Jakarta Barat,Kebon Jeruk,SMP PELITA II,20106854,SMP,Swasta,2021,91,A,2023-02-19 21:06:13,5,311,9,10,2,9,6,1
Jakarta Barat,Kebon Jeruk,SMP PROVIDENTIA,20106861,SMP,Swasta,2019,92,A,2023-02-17 19:26:49,4,123,5,13,4,9,4,1
Jakarta Barat,Kebon Jeruk,SMP SANTO ANDREAS,20106873,SMP,Swasta,2021,94,A,2023-03-06 12:56:17,9,74,3,10,5,3,3,1
Jakarta Barat,Kebon Jeruk,SMP Tarsisius II,20106891,SMP,Swasta,2021,97,A,2023-03-03 12:53:23,8,139,6,13,5,8,3,1
Jakarta Barat,Kebon Jeruk,SMP WIDURI JAYA,20106902,SMP,Swasta,2022,92,A,2023-02-21 09:33:48,9,61,3,13,5,3,2,1
Jakarta Barat,Kebon Jeruk,SMPS K TUNAS BANGSA GREENVILLE,69762666,SMP,Swasta,2021,94,A,2023-02-01 14:14:00,6,112,5,12,5,6,2,1
Jakarta Barat,Kebon Jeruk,SMAN 57 JAKARTA,20101604,SMA,Negeri,2019,94,A,2023-03-02 10:16:24,16,660,18,37,15,18,7,1
Jakarta Barat,Kebon Jeruk,SMAN 65 JAKARTA,20101589,SMA,Negeri,2018,96,A,2023-02-28 18:28:48,4,627,17,32,13,17,5,1
Jakarta Barat,Kebon Jeruk,SMA ICHTHUS JAKARTA BARAT,70014296,SMA,Swasta,2022,91,A,2023-03-07 13:49:54,4,23,5,5,6,3,2,1
Jakarta Barat,Kebon Jeruk,SMA Wardaya,70029447,SMA,Swasta,0,0,,2023-02-21 17:01:25,6,48,2,3,0,2,0,0
Jakarta Barat,Kebon Jeruk,SMAS  TARSISIUS II,20101610,SMA,Swasta,2019,95,A,2023-03-01 08:07:58,13,180,8,14,4,11,5,1
Jakarta Barat,Kebon Jeruk,SMAS 2 KEMURNIAN,20101307,SMA,Swasta,2018,95,A,2023-03-07 07:09:23,16,206,8,26,9,9,5,1
Jakarta Barat,Kebon Jeruk,SMAS 3 KALAM KUDUS,20101327,SMA,Swasta,2021,94,A,2023-02-22 07:06:37,9,182,7,11,3,7,4,1
Jakarta Barat,Kebon Jeruk,SMAS 4 KRISTEN PENABUR,20101305,SMA,Swasta,2022,97,A,2023-02-16 08:42:59,14,303,11,28,6,11,5,1
Jakarta Barat,Kebon Jeruk,SMAS AL KAMAL,20104405,SMA,Swasta,2021,94,A,2023-02-27 11:10:39,11,310,11,16,3,11,1,0
Jakarta Barat,Kebon Jeruk,SMAS BUDI MURNI 2,20101334,SMA,Swasta,2021,91,A,2023-02-09 16:02:15,4,269,9,12,6,12,6,1
Jakarta Barat,Kebon Jeruk,SMAS KATOLIK ABDI SISWA,20104421,SMA,Swasta,2022,92,A,2023-02-06 13:02:59,5,132,6,13,8,10,6,1
Jakarta Barat,Kebon Jeruk,SMAS KATOLIK SANG TIMUR,20104432,SMA,Swasta,2018,97,A,2023-03-07 09:18:24,20,451,15,37,14,17,5,1
Jakarta Barat,Kebon Jeruk,SMAS KRISTEN IPEKA TOMANG,20104424,SMA,Swasta,2022,95,A,2023-02-27 14:59:52,5,303,11,25,5,14,4,1
Jakarta Barat,Kebon Jeruk,SMAS Kristen Tunas Bangsa,69966984,SMA,Swasta,2018,89,B,2023-02-22 11:08:48,20,77,6,13,4,6,2,1
Jakarta Barat,Kebon Jeruk,SMAS PELITA 2,20101322,SMA,Swasta,2019,92,A,2023-03-06 08:16:19,17,183,6,13,7,6,5,1
Jakarta Barat,Kebon Jeruk,SMAS PROVIDENTIA,20101318,SMA,Swasta,2021,91,A,2023-03-06 19:39:56,16,110,6,12,4,9,6,1
Jakarta Barat,Kebon Jeruk,SMKN 45 JAKARTA,20101499,SMK,Negeri,0,95,A,2023-03-08 09:12:18,20,822,23,51,14,23,6,1
Jakarta Barat,Kebon Jeruk,SMKN 60 JAKARTA,20101497,SMK,Negeri,2018,94,A,2023-03-01 09:33:40,9,612,18,32,15,18,3,1
Jakarta Barat,Kebon Jeruk,SMKS AL HAMIDIYAH,20101600,SMK,Swasta,2021,81,B,2023-02-06 11:32:39,4,214,9,10,6,12,1,1
Jakarta Barat,Kebon Jeruk,SMKS AL HUDA KEBON JERUK,20101592,SMK,Swasta,2022,89,B,2023-03-08 21:55:45,10,237,12,12,1,13,2,2
Jakarta Barat,Kebon Jeruk,SMKS BUDI MURNI 2,20101670,SMK,Swasta,2021,93,A,2023-02-22 23:06:12,15,337,15,22,9,16,5,1
Jakarta Barat,Kebon Jeruk,SMKS DEWI SARTIKA,20101661,SMK,Swasta,2018,92,A,2023-02-21 15:18:10,12,160,12,15,3,21,2,1
Jakarta Barat,Kebon Jeruk,SMKS JAKARTA III,20101639,SMK,Swasta,2021,90,B,2023-03-06 07:06:29,12,232,7,9,3,7,2,1
Jakarta Barat,Kebon Jeruk,SMKS JAKARTA IV,20101638,SMK,Swasta,2021,86,B,2023-02-13 08:20:35,7,208,6,8,4,6,3,1
Jakarta Barat,Kebon Jeruk,SMKS KEBON JERUK JAKARTA,20101644,SMK,Swasta,2021,88,B,2023-03-06 18:57:31,12,146,12,15,6,15,1,1
Jakarta Barat,Kebon Jeruk,SMKS MULTIMEDIA MANDIRI,20109907,SMK,Swasta,2022,92,A,2023-03-08 15:06:22,7,302,9,19,3,18,3,1
Jakarta Barat,Kebon Jeruk,SMKS NUSANTARA,20109572,SMK,Swasta,2021,92,A,2023-02-17 09:41:27,8,538,17,20,8,20,1,1
Jakarta Barat,Kebon Jeruk,SMKS PGRI 29 JAKARTA,20101494,SMK,Swasta,2021,88,B,2023-03-06 17:46:28,4,61,4,4,1,9,1,1
Jakarta Barat,Kebon Jeruk,SMKS PUTRA MANDIRI,69768184,SMK,Swasta,2021,82,B,2023-02-02 11:50:25,2,48,3,5,3,4,1,1
Jakarta Barat,Kebon Jeruk,SMKS TRI ARGA 2,20101487,SMK,Swasta,2018,91,A,2023-02-13 20:56:56,15,509,18,23,9,22,3,2
Jakarta Barat,Kebon Jeruk,SMKS WIYATA SATYA,20101468,SMK,Swasta,2018,91,A,2023-03-04 11:40:01,16,447,13,15,4,13,2,1
Jakarta Barat,Kebon Jeruk,PKBM Negeri 30 Duri Kepa,P2967896,PKBM,Negeri,0,0,,2023-02-08 17:20:19,3,150,12,10,3,3,0,0
Jakarta Barat,Kebon Jeruk,PKBM Negeri 38 Kebon Jeruk,P2967314,PKBM,Negeri,0,0,,2023-03-01 09:07:12,21,144,9,10,3,3,0,0
Jakarta Barat,Kebon Jeruk,PKBM AL HASANAH,P9948577,PKBM,Swasta,0,0,,2023-03-06 14:40:35,13,32,5,0,1,3,1,1
Jakarta Barat,Kebon Jeruk,PKBM ASYAIRIYAH,P9926234,PKBM,Swasta,0,0,,2023-01-27 18:14:25,5,181,8,8,1,3,0,0
Jakarta Barat,Kebon Jeruk,PKBM BINA SEJAHTERA,P9948436,PKBM,Swasta,0,0,,2023-03-06 19:56:41,18,120,10,4,3,3,0,2
Jakarta Barat,Kebon Jeruk,PKBM BIRU BANGSA,P9908822,PKBM,Swasta,0,0,,2023-02-24 01:22:45,27,233,12,9,2,5,0,1
Jakarta Barat,Kebon Jeruk,PKBM Cinta Anak Bangsa,P2967367,PKBM,Swasta,0,0,,2023-02-09 12:12:27,4,22,2,7,1,7,0,1
Jakarta Barat,Kebon Jeruk,PKBM CITA KASIH BANGSA,P9908730,PKBM,Swasta,0,0,,2023-02-22 15:26:37,17,63,10,5,3,12,0,0
Jakarta Barat,Kebon Jeruk,PKBM Citra Binar Rahma,P2967368,PKBM,Swasta,0,0,,2023-02-23 21:18:33,2,46,8,3,1,2,0,0
Jakarta Barat,Kebon Jeruk,PKBM IRPA DAROJAT,P9908716,PKBM,Swasta,0,0,,2023-01-30 22:28:30,2,191,7,6,1,8,1,0
Jakarta Barat,Kebon Jeruk,PKBM MATHETES,P9998102,PKBM,Swasta,0,0,,,0,0,0,5,1,0,0,0
Jakarta Barat,Kebon Jeruk,PKBM SILA KENANGA,P9908192,PKBM,Swasta,0,0,,2022-08-31 03:49:34,0,0,0,2,2,0,0,0
Jakarta Barat,Kebon Jeruk,PKBM SINTESA FLEXY SCHOOL,P9997794,PKBM,Swasta,0,0,,2023-02-23 09:38:05,4,20,2,3,0,3,0,0
Jakarta Barat,Kebon Jeruk,SDLB C TRI ASIH II,20102032,SLB,Swasta,2019,94,A,2023-03-06 07:40:45,13,18,6,7,9,6,1,1
Jakarta Barat,Kebon Jeruk,SLB BC INSAN HARAPAN,69758113,SLB,Swasta,2019,82,B,2023-03-02 09:40:40,6,28,8,7,2,7,0,0
Jakarta Barat,Kebon Jeruk,SLB C AUTISMA TALITAKUM,69756904,SLB,Swasta,2020,83,B,2023-01-24 14:16:35,4,33,12,10,7,6,1,1
Jakarta Barat,Kebon Jeruk,SLB C DIAN KUSUMA,20102047,SLB,Swasta,2019,81,B,2023-01-31 18:35:08,3,16,7,7,3,13,0,1
Jakarta Barat,Kebon Jeruk,SLB miracle school SPECIAL NEEDS EDUCATION,69980321,SLB,Swasta,2019,75,C,2023-02-01 13:37:39,4,62,8,3,5,12,0,1
Jakarta Barat,Kebon Jeruk,SMKLB C TRI ASIH,69870684,SLB,Swasta,2022,91,A,2023-03-08 15:32:43,4,12,4,7,2,5,1,1
Jakarta Barat,Kebon Jeruk,SMPLB C TRI ASIH,20109328,SLB,Swasta,2021,91,A,2023-02-16 15:14:30,5,15,5,8,2,5,0,1
Jakarta Barat,Kebon Jeruk,SD ICHTHUS SCHOOL,20105680,SPK SD,Swasta,2019,96,A,2023-01-19 13:11:57,7,230,13,12,13,14,2,1
Jakarta Barat,Kebon Jeruk,SD TUNAS MUDA SCHOOL KEDOYA,20105793,SPK SD,Swasta,2019,97,A,2023-03-01 15:30:43,4,267,12,21,4,12,1,1
Jakarta Barat,Kebon Jeruk,SDS BINA BANGSA,20105629,SPK SD,Swasta,2019,96,A,2023-02-08 15:44:36,22,192,12,7,24,15,2,1
Jakarta Barat,Kebon Jeruk,SDS DHARMA BANGSA,69786709,SPK SD,Swasta,2021,92,A,2023-02-28 22:55:18,4,61,6,10,3,6,2,1
Jakarta Barat,Kebon Jeruk,SMP BINA BANGSA KEBON JERUK,20109448,SPK SMP,Swasta,2019,96,A,2023-03-01 16:03:08,3,136,6,11,31,21,1,0
Jakarta Barat,Kebon Jeruk,SMA BINA BANGSA SCHOOL,20104408,SPK SMA,Swasta,2019,96,A,2023-03-02 16:37:57,6,129,6,13,35,10,1,1
Jakarta Barat,Kembangan,TK NEGERI MERUYA SELATAN,20111017,TK,Negeri,0,0,,2023-03-08 08:50:33,5,119,8,8,2,4,0,0
Jakarta Barat,Kembangan,TK NEGERI MERUYA UTARA 01,20111015,TK,Negeri,0,0,,2023-01-30 07:22:42,3,83,5,4,2,3,0,0
Jakarta Barat,Kembangan,TK NEGERI MERUYA UTARA 02,20111016,TK,Negeri,0,0,,2023-03-03 08:04:39,2,60,4,3,2,3,0,0
Jakarta Barat,Kembangan,TK Abdi Siswa II,69832169,TK,Swasta,0,0,,2023-02-07 14:09:57,2,76,4,4,5,4,0,1
Jakarta Barat,Kembangan,TK AISYIYAH 98,69896560,TK,Swasta,0,0,,2023-02-27 12:15:32,3,34,3,4,1,3,0,0
Jakarta Barat,Kembangan,TK Al Furqan,69790685,TK,Swasta,0,0,,2023-01-20 09:46:50,3,17,3,3,1,2,0,0
Jakarta Barat,Kembangan,TK AL HURIYAH MHPI,20110846,TK,Swasta,0,0,,2023-02-10 20:22:52,2,29,2,2,2,2,0,0
Jakarta Barat,Kembangan,TK AL IHSAN,20110848,TK,Swasta,0,0,,2023-02-02 11:45:34,6,69,4,6,2,4,0,0
Jakarta Barat,Kembangan,TK AMANAH,69924819,TK,Swasta,0,0,,2023-01-19 19:59:39,2,8,1,2,1,2,0,0
Jakarta Barat,Kembangan,TK ANNURIYAH,20110879,TK,Swasta,0,0,,2023-01-27 08:09:34,3,14,2,2,2,4,0,0
Jakarta Barat,Kembangan,TK As Salam,69856816,TK,Swasta,0,0,,2023-01-30 17:17:20,2,72,5,8,3,6,0,0
Jakarta Barat,Kembangan,TK AT-TAISIR,70034189,TK,Swasta,0,0,,2023-02-02 08:09:09,8,17,2,4,2,3,0,0
Jakarta Barat,Kembangan,TK ATHALLAH MURSYID,69908072,TK,Swasta,0,0,,2023-01-30 12:44:46,2,26,2,4,2,3,1,1
Jakarta Barat,Kembangan,TK BANI SHOLEH BASMOL,69908073,TK,Swasta,0,0,,2023-01-31 11:23:35,3,24,3,3,1,4,0,0
Jakarta Barat,Kembangan,TK BHAKTI INDRIA,20110909,TK,Swasta,0,0,,2023-01-19 20:31:35,2,19,2,1,1,1,0,0
Jakarta Barat,Kembangan,TK BINA INSAN MANDIRI,20110911,TK,Swasta,0,0,,2023-02-02 09:43:31,3,41,3,7,2,3,0,0
Jakarta Barat,Kembangan,TK BUKIT SION,20110926,TK,Swasta,0,0,,2023-01-30 13:08:44,3,64,4,8,2,5,0,0
Jakarta Barat,Kembangan,TK Bunga Bhakti,69832170,TK,Swasta,0,0,,2023-02-28 21:13:46,4,34,4,4,1,5,0,0
Jakarta Barat,Kembangan,TK CEDAR WORLD ACADEMY (CWA),69966913,TK,Swasta,0,0,,2023-01-25 13:09:05,8,17,3,6,2,4,0,0
Jakarta Barat,Kembangan,TK GLOBAL SEVILLA PURI INDAH,69911635,TK,Swasta,0,0,,2022-12-21 09:49:40,0,0,0,4,0,0,0,0
Jakarta Barat,Kembangan,TK HOLY ANGELS,20110975,TK,Swasta,0,0,,2023-02-07 11:54:50,4,23,2,7,2,4,0,0
Jakarta Barat,Kembangan,TK HOPE ACADEMY,70025406,TK,Swasta,0,0,,,0,0,0,5,2,0,0,0
Jakarta Barat,Kembangan,TK INDAH DAHLIA,20110985,TK,Swasta,0,0,,2023-01-23 21:45:39,1,30,2,3,2,2,0,0
Jakarta Barat,Kembangan,TK IPEKA Integrated Christian School,90101100,TK,Swasta,0,0,,2023-02-28 10:53:42,9,43,4,6,2,6,0,1
Jakarta Barat,Kembangan,TK Islam Ad-Dahiriyyah,69856814,TK,Swasta,0,0,,2023-02-14 13:21:32,3,97,5,7,3,5,0,0
Jakarta Barat,Kembangan,TK ISLAM AL AZHAR 9 KEMBANGAN,20110840,TK,Swasta,0,0,,2023-01-19 14:31:41,4,107,5,12,2,8,0,1
Jakarta Barat,Kembangan,TK ISLAM MUTIEA,20111075,TK,Swasta,0,0,,2023-02-01 11:08:34,2,20,2,3,1,2,0,0
